PID;DayCareType;Daycare_Name;Mailing_City;Mailing_State;Mailing_Address;Mailing_Zip;Telephone;URL;Capacity (optional);Age Range (optional);Match_Status;Match_Confidence;Matched_Provider_Name;Matched_Reason
12195007;;DISCOVERING MINDS CDC;Bay City;TX;4311 AVENUE F BAY CITY TX- 77414 8007;77414;(979)476-3112;https://www.discoveringmindscdc.com;82;0 months - 6 years;expanded_match;99;Discovering Minds Child Development Center;Candidate matched one of the ranked expanded search-name variants.
12197457;;TUSSING ELEMENTARY SCHOOL;Pickerington;OH;7117 Tussing;43068;(614)834-2600;https://www.pickerington.k12.oh.us;;;not_found;45;Tussing Elementary School;Candidate did not meet the balanced city-plus-name acceptance threshold.
12198906;;MY SECOND HOME EARLY LRNG SCH;Columbus;OH;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12201096;Independent Center;FUTURE LEADERS LEARNING CENTER;Brandywine;MD;9000 Cheltenham;20613;(240)681-7150;http://futureleaderslearningcenter.com;;;partial_match;99;Future Leaders Learning Center (Brandywine);City matched and the provider name partially overlaps with supporting address/contact evidence.
12203769;;SUNCREST CHILDCARE ELC;Morgantown;WV;479 Van;26505;(304)641-7625;https://www.suncrestelc.com;;;not_found;45;Suncrest ELC;Candidate did not meet the balanced city-plus-name acceptance threshold.
12204440;;MUSTARD SEED PRESCHOOL;Franklin;TN;1215 Hillsboro Rd;37069;(615)468-2345;http://mustardseedpreschool.com;99;4 year - 6 year;exact_match;99;Mustard Seed Preschool;Candidate name closely matches the cleaned daycare name in the same city.
12208240;;BUMBLE BEE CLUB LEARNING CTR;Clearwater;FL;1807 S Highland Ave;33756;;;80;12 mo - 4 year 11 mo;exact_match;99;Bumble Bee Club Learning Center (Clearwater);Candidate name closely matches the cleaned daycare name in the same city.
12210231;Montessori;INDEPENDENCE MONTESSORI ACAD;Broadway;NC;84 TINGEN RD BROADWAY;27505;(919)343-3004;;96;2 years - 12 years;renamed_likely;99;INDEPENDENCE MONTESSORI ACADEMY, LLC;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
12211699;;JEFFERSON BRETHREN PRESCHOOL;Goshen;IN;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12213312;;SVSU EARLY EDUCATION;Bennington;VT;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12214847;;HARRISON VILLAGE CHILDCARE;Omaha;NE;16944;68136;(402)932-0025;http://harrisonvillagechildcare.com;;;not_found;45;Harrison Village Childcare;Candidate did not meet the balanced city-plus-name acceptance threshold.
12217150;;EXPLORATION STATION;House Springs;MO;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12219081;;GARDENGATE ACADEMY;Natick;MA;249 N Main St;01760;;;71;6 w - 8 year;exact_match;92;Gardengate Academy;Candidate name closely matches the cleaned daycare name in the same city.
12219110;;LEARNING WELL;West Bridgewater;MA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12220016;;KIDS TIME ACADEMY;Dallas;GA;8486 Hiram Acworth Hwy;30157;(770)529-6777;http://www.kidztymeacademy.com;191;2 mo - 14 year;exact_match;99;Kids Time Academy;Candidate name closely matches the cleaned daycare name in the same city.
12220523;;SARATOGA FRENCH CULTURAL PS;Saratoga;CA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12224012;;EPIC ENDEAVORS PRESCHOOL ACAD;Rochester;MN;20 9th St SE;55904;(888)291-9811;;40;2 years 9 months - 5 years;expanded_match;99;EPIC Endeavors Preschool Academy;Candidate matched one of the ranked expanded search-name variants.
12241060;;LEARNING EXP-BLOOMINGDALE;Brandon;FL;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12245195;;BOYS & GIRLS CLUB-NORTHWEST;El Dorado;AR;1201 N;71730;(870)863-8753;http://www.eldoradokids.org;;;not_found;45;Boys & Girls Club of El Dorado;Candidate did not meet the balanced city-plus-name acceptance threshold.
12245470;;BOYS & GIRLS CLUB-ST LUKE'S MN;Cleveland;OH;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12247181;;BOYS & GIRLS CLUB-EAST;Toledo;OH;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12248379;;BOYS & GIRLS CLUB-ARLINGTON;Arlington;WA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12250011;;BOYS & GIRLS CLUB-WAREHAM;Onset;MA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12265808;;LORD'S LAMBS CHILD CARE;Elkhorn;NE;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12270061;YMCA/YWCA;SOUTHWEST YMCA DAY CAMP;Greenfield;WI;11311 W Howard Ave;53228;;;300;5 year - 13 year;exact_match;99;Southwest YMCA Day Camp;Candidate name closely matches the cleaned daycare name in the same city.
12272306;;GOLDEN PATH ACADEMY;Sterling;VA;21631 Ridgetop Circle;20166;(571)349-9277;;202;1 month - 12 years 11 months;exact_match;99;Golden Path Academy LLC;Candidate name closely matches the cleaned daycare name in the same city.
12272617;;INFINITE SUCCESS ACADEMY;South Jordan;UT;10504 S Redwood Rd;84095;;;98;2 mo - 12 year;partial_match;99;Infinite Success Academy & Life Skills Center;City matched and the provider name partially overlaps with supporting address/contact evidence.
12275827;;AROUND THE WORLD BILING ACAD;Norman;OK;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12280195;;LITTLE LIFE ACADEMY;Cornelius;NC;20010 CHARTOWN DRIVE CORNELIUS;20010;(704)312-1055;;90;2 years - 10 years;exact_match;99;LITTLE LIFE ACADEMY;Candidate name closely matches the cleaned daycare name in the same city.
12282399;;SPECTRUM STATION BLUE SPRINGS;Blue Springs;MO;1353 NW Jefferson St;64015;;;176;6 w - 12 year;exact_match;99;Spectrum Station Blue Springs;Candidate name closely matches the cleaned daycare name in the same city.
12282428;;SPECTRUM STATION BARRY ROAD;Kansas City;MO;403 NW Barry Rd;64155;(816)844-9665;http://www.spectrumstation.com;176;6 w - 12 year;exact_match;99;Spectrum Station Barry Road;Candidate name closely matches the cleaned daycare name in the same city.
12284866;;CHILDREN OF TOMORROW LC CARVER;Carver;MN;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12285846;;EDUPLAY DISCOVERY CENTER;Frankenmuth;MI;518 N. Franklin Street;48734;(989)652-0182;;168;0 Year - 12 Years 11 Months;exact_match;99;EduPlay Discovery Center LLC;Candidate name closely matches the cleaned daycare name in the same city.
12286876;;WELLESLEY CLG CHILD STUDY CTR;Wellesley;MA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12290451;;SMALL WONDERS DAY CARE-II;Plymouth;IN;Plymouth, IN 46563;46563;;;;18 mo - 2 year 11 mo;renamed_likely;95;Small Wonders;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
12290463;;FLANNER HOUSE CHILD DEV CTR;Indianapolis;IN;2424 Doctor M.L.K. Jr St;46208;;;;;expanded_match;95;Flanner House Child Development Center;Candidate matched one of the ranked expanded search-name variants.
12290504;;ABC'S & 123'S LEARNING CENTER;Noblesville;IN;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12293324;;BEAUTIFUL SAVIOR PRE-SCH;Olathe;KS;13145 S Black Bob Rd;66062;;;92;12 mo - 4 year 11 mo;renamed_likely;95;Beautiful Savior Preschool and MDO;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
12293972;;BETHEL NEIGHBORHOOD CENTER;Kansas City;KS;14 S 7th St;66101;;;82;6 year - 15 year;exact_match;99;Bethel Neighborhood Center;Candidate name closely matches the cleaned daycare name in the same city.
12296584;;CHILDTIME-FOLSOM;Folsom;CA;101 HAZELMERE DRIVE;95630;;;108;;not_found;45;CHILDTIME LEARNING CENTER;Candidate did not meet the balanced city-plus-name acceptance threshold.
12299275;;UNIVERSITY DAY CARE;Auburn;AL;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12299756;;FAIRVIEW CHURCH OF GOD DC;Falkville;AL;4154 Huckaby Bridge Rd;35622;;;;;expanded_match;99;Fairview Church of God;Candidate matched one of the ranked expanded search-name variants.
12301036;;BEACON LEARNING CENTER;Phoenix;AZ;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12301476;;THURGOOD MARSHALL CHLD DEV CTR;Washington;DC;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12301701;Independent Center;EDUCATIONAL PLAYCARE-CHESHIRE;Cheshire;CT;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12301892;;NORTH HAVEN CHILD DEV CTR;North Haven;CT;20 PECK ST, NORTH HAVEN, CT, 06473-2350;06473-2350;(203)234-2334;;27;3 years - 8 years;renamed_likely;99;NORTH HAVEN CHILD DEVELOPMENT CENTER (FRONT BUILDING);City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
12302016;;ABC OWLS DAY CARE;Kissimmee;FL;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12303046;;BABY GATOR CDC-DIAMOND;Gainesville;FL;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12304832;;HOPE EFFECT DAY SCHOOL DC;Tampa;FL;5102 W Linebaugh Ave;33624;;;67;12 mo - 3 year 11 mo;renamed_likely;95;Hope Effect Day School;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
12313924;Church/Synagogue;FIRST CHURCH EARLY ENRICH CTR;Fresno;CA;3920 N;93726;(559)227-3222;https://fcogeec.org;;;not_found;45;First Church Of God Early Enrichment Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
12323321;;CLINTONVILLE CRC KIDS CLUB;Columbus;OH;15 Clinton Heights Ave;43202;;;;;exact_match;99;Clintonville Crc Kids Club;Candidate name closely matches the cleaned daycare name in the same city.
12326593;;DISCOVERY POINT CC #65;Duluth;GA;3800 Howell;30096;(770)623-3090;https://www.discoverypoint.com;;;not_found;45;Discovery Point Duluth;Candidate did not meet the balanced city-plus-name acceptance threshold.
12326866;;TRANSFORMATIONAL EEC;Mc Lean;VA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12329741;Montessori;EXCELLED MONTESSORI PLUS;Boerne;TX;27521;78006;(210)418-3288;https://www.edquisitivemontessori.com;;;not_found;45;Edquisitive Montessori of Fair Oaks;Candidate did not meet the balanced city-plus-name acceptance threshold.
12330439;;ARMENTA'S EC DEV;Houston;TX;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12331110;;KENNEDY CHILDRENS CTR BRONX;Bronx;NY;1028 E;10460;(718)842-0200;https://www.kenchild.org;;;not_found;45;Kennedy Children's Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
12335207;;CORNERSTONE CHRN EARLY EDU 2;Vancouver;WA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12338833;;LEARNING EXP-BRIDGEWATER;Bound Brook;NJ;1940 US-22;08805;(732)893-8406;https://thelearningexperience.com;;;not_found;45;The Learning Experience - Bridgewater;Candidate did not meet the balanced city-plus-name acceptance threshold.
12339057;;HUDSON SPROUTS CCC;Jersey City;NJ;769 Montgomery St, Jersey City, NJ, 07306;07306;(201)918-6924;https://www.hudsonsprouts.com;;0 - 13 years;expanded_match;99;Hudson Sprouts;Candidate matched one of the ranked expanded search-name variants.
12340068;;ACADEMY HOUSE CCC IV;Jersey City;NJ;3000 Kennedy Blvd, Jersey City, NJ, 07306;07306;(201)418-0100;https://www.academyhousellc.com;;0 - 13 years;renamed_likely;99;Academy House IV;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
12341828;;GARDNER SCH-MINNETONKA;Minnetonka;MN;6040 Clearwater Dr;55343;(888)291-9811;https://www.thegardnerschool.com;206;1 month - 6 years;exact_match;99;Gardner School of Minnetonka (The);Candidate name closely matches the cleaned daycare name in the same city.
12342755;;SECOND HOME CHILD DEV CTR;Warren;MI;14057 E 9 Mile Rd;48089;(586)209-4267;http://www.secondhomecdc.com;128;3 year - 3 year 11 mo;expanded_match;95;Second Home Child Development Center;Candidate matched one of the ranked expanded search-name variants.
12343503;;GDN CITY CHILD DEV CTR;Garden City;MI;406 N;85326;(623)386-2246;http://www.gardencitycdc.com;;;not_found;45;Garden City Child Development Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
12344600;;WELLINGTON STUDENT CARE CCC;Belmont;MA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12350958;;MEANINGFUL BEGINNINGS CCC;San Francisco;CA;254 LAGUNA HONDA BLVD.;94116;;;46;;renamed_likely;95;MEANINGFUL BEGINNINGS DEVELOPMENT CTR.;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
12353118;;KIDS KARE CCC-RIVER PARK;Fresno;CA;7311 N. FIRST;93710;(559)431-2566;http://www.kidskareriverpark.com;95;;expanded_match;99;KIDS KARE RIVER PARK;Candidate matched one of the ranked expanded search-name variants.
12353120;;KIDS KARE CCC-CENTRAL WEST;Fresno;CA;3003 NORTH WEST AVENUE;93705;(559)224-7987;http://www.kidskarecentralwest.com;83;;expanded_match;99;KIDS KARE CENTRAL WEST;Candidate matched one of the ranked expanded search-name variants.
12355659;;TOTSPOT PRESCHOOL TOO;Chandler;AZ;1075 E;85249;(480)895-0206;http://www.totspotpreschool.com;;;not_found;45;TotSpot Preschool;Candidate did not meet the balanced city-plus-name acceptance threshold.
12355685;;LEARNING EXP-PALM VALLEY;Deerfield Bch;FL;200 Hillsboro;33441;(954)531-0082;https://thelearningexperience.com;;;not_found;45;The Learning Experience - Deerfield Beach;Candidate did not meet the balanced city-plus-name acceptance threshold.
12359370;;SANCTUARY ON 8TH STREET CCC;Jacksonville;FL;120 E 8th St;32206;(904)356-3588;http://www.sanctuaryon8th.org;79;5 year - 12 year;expanded_match;99;Sanctuary on 8th Street;Candidate matched one of the ranked expanded search-name variants.
12360757;;ABOVE AND BEYOND CHRN CCC;Hanover;PA;701 BLACK ROCK RD;17331;(717)634-3222;;86;;renamed_likely;97;ABOVE AND BEYOND CHRISTIAN CHILD CARE CENTER;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
12369739;;EDUCATIONAL PLAYCARE-SIMSBURY;Simsbury;CT;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12369753;Independent Center;EDUCATIONAL PLAYCARE-WINSOR W;Windsor;CT;1045 Day;06095;(860)580-5328;https://brightpathkids.com;;;not_found;45;BrightPath Windsor West Child Care Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
12369789;Independent Center;EDUCATIONAL PLAYCARE-GLASTONBU;Glastonbury;CT;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12370130;;LEAH'S CREATIVE LEARNING CTR;Cleveland;OH;2330 Broadview;44109;(216)862-2000;http://leahsclc.com;;;not_found;45;Leah's Creative Learning Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
12382896;;LEARNING EXP-WETHERSFIELD;Wethersfield;CT;88 EXECUTIVE SQ, WETHERSFIELD, CT, 06109-3803;06109-3803;(860)785-8899;https://thelearningexperience.com;119;6 weeks - 6 years;not_found;45;THE LEARNING EXPERIENCE - WETHERSFIELD;Candidate did not meet the balanced city-plus-name acceptance threshold.
12461844;;LEARNING EXP-WESLEY CHAPEL;Wesley Chapel;FL;5440 Post;33544;(813)994-3865;https://thelearningexperience.com;231;6 w - 12 year;renamed_likely;95;Amazing Explorers Academy (Wesley Chapel);City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
12742210;;KLAMATH EC DEV CENTER KECDC;Klamath Falls;OR;2450 Summers;97603;(541)885-4275;https://www.kfalls.k12.or.us;;;not_found;45;Klamath Early Childhood Development Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
12850398;;HOPE PRESCHOOL;Ashburn;VA;43454;20147;(703)729-4673;http://www.hopepreschool.org;139;1 month - 12 years 11 months;not_found;45;Living Hope Child Development Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
